date,time,timetaken,cs,csmethod,csuri,scstatus,bytes,useragent,site
2018-07-30,09:44:59,0.003,-,GET,/hphis/corp/includes/javascript/esNumerico.js,200,3156,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.001,-,GET,/hphis/corp/includes/javascript/abrirventana.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.003,-,GET,/hphis/corp/includes/javascript/autoFillSeleccionaCodigoDes.js,200,10584,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.004,-,GET,/hphis/adt/includes/javascript/lecturatarjeta.js,200,1996,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/corp/imagenes/iconMen.gif,200,299,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.003,-,GET,/hphis/edoctor/imagenes/btnBuscar.gif,200,990,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.005,-,GET,/hphis/edoctor/imagenes/btnEliminar.gif,200,366,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.005,-,GET,/hphis/edoctor/imagenes/exitus.gif,200,208,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.007,-,GET,/hphis/corp/imagenes/btnEliminar.gif,200,366,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.008,-,GET,/hphis/corp/includes/javascript/autoFillSeleccionaCodigoDes.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.001,-,GET,/hphis/corp/includes/javascript/abrirventana.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.003,-,GET,/hphis/corp/includes/javascript/clickPrevention.js,200,2899,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.001,-,GET,/hphis/corp/includes/javascript/capas.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.003,-,GET,/hphis/corp/includes/javascript/winDiv.js,200,8512,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.003,-,GET,/hphis/corp/includes/javascript/getPosicionAbsoluta.js,200,304,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.004,-,GET,/hphis/corp/includes/javascript/esFecha.js,200,12079,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/corp/includes/javascript/winDiv_Operaciones.js,200,1512,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/corp/includes/javascript/mensajes_esp.js,200,4989,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/corp/includes/javascript/checkMultilanguageJS.js,200,258,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/corp/includes/javascript/utils.js,200,10515,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.005,-,GET,/hphis/corp/includes/javascript/validarHora.js,200,518,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.007,-,GET,/hphis/corp/includes/javascript/spinnerHora.js,200,2771,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.96,-,GET,/hphis/quirofanos/agendaqui/mostrarCriteriosAgendaQuirurgica.quiro?pantalla=PantallaAgendaQuirurgica,200,260854,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.003,-,GET,/hphis/corp/includes/javascript/esHora.js,200,3853,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.001,-,GET,/hphis/corp/includes/javascript/ajax.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/corp/includes/javascript/taglib/autoFillDiagnostico.js,200,2399,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.004,-,GET,/hphis/corp/includes/javascript/escapeComillas.js,200,114,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/edoctor/imagenes/btnFecha.gif,200,165,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.003,-,GET,/hphis/corp/includes/javascript/forms.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/adt/imagenes/UpOFF.gif,200,169,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:44:59,0.002,-,GET,/hphis/adt/imagenes/DownOFF.gif,200,169,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.003,-,GET,/hphis/corp/imagenes/cerrarWin.gif,200,226,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.998,-,POST,/hphis/edoctor/dynaTraceMonitor,200,8,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.002,-,GET,/hphis/corp/includes/javascript/abrirventana.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.003,-,GET,/hphis/corp/includes/javascript/ajax.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.003,-,GET,/hphis/corp/includes/javascript/scriptaculous/prototype.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.003,-,GET,/hphis/corp/includes/javascript/scriptaculous/scriptaculous.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.004,-,GET,/hphis/corp/includes/javascript/taglib/favoritosFunciones.js,200,13245,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.004,-,GET,/hphis/corp/includes/javascript/frames.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.005,-,GET,/hphis/corp/includes/javascript/taglib/favoritos.js,200,2278,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.007,-,GET,/hphis/corp/imagenes/fav_save.gif,200,1053,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.003,-,GET,/hphis/corp/imagenes/fav_load.gif,200,211,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:00,0.003,-,GET,/hphis/corp/includes/javascript/scriptaculous/builder.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.003,-,GET,/hphis/corp/includes/javascript/scriptaculous/effects.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.003,-,GET,/hphis/corp/includes/javascript/scriptaculous/dragdrop.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.004,-,GET,/hphis/corp/includes/javascript/scriptaculous/controls.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.004,-,GET,/hphis/corp/includes/javascript/scriptaculous/slider.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.003,-,GET,/hphis/corp/includes/javascript/scriptaculous/sound.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.005,-,GET,/hphis/edoctor/imagenes/bgboton.gif,200,59,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.005,-,POST,/hphis/quirofanos/agendaqui/dynaTraceMonitor,200,8,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.105,-,GET,/hphis/AjaxServlet.servlet?operacion=SERVICIO&amp;centro=CH0089&amp;classtoexecute=com.hphis.quirofanos.planificacion.action.AjaxPlanificacion,200,1147,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:01,0.001,-,POST,/hphis/quirofanos/agendaqui/dynaTraceMonitor,200,8,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:02,0.002,-,POST,/hphis/quirofanos/agendaqui/dynaTraceMonitor,200,8,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,3.924,-,GET,/hphis/puestoQuirurgico.quiro,200,13415,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,0.003,-,GET,/hphis/corp/css/estilo.css,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,0.002,-,GET,/hphis/corp/includes/javascript/scriptaculous/prototype.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,0.001,-,GET,/hphis/corp/includes/javascript/jquery/2.2.4/jquery-2.2.4.min.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,0.002,-,GET,/hphis/corp/includes/javascript/popupMenu.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,0.002,-,GET,/hphis/corp/includes/javascript/popupMenuRightClick.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,0.001,-,GET,/hphis/corp/includes/javascript/ajax.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:12,0.001,-,GET,/hphis/corp/includes/javascript/menuPopUpTag.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:13,0.003,-,GET,/hphis/corp/imagenes/flechaArriba.gif,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:13,0.001,-,GET,/hphis/corp/imagenes/nuevo_doc_16.gif,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:13,0.001,-,GET,/hphis/corp/imagenes/flechaAbajo.gif,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:15,1.889,-,GET,/hphis/datosPuestoQuirurgico.quiro?fecha=,200,2673,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:15,0.002,-,GET,/hphis/corp/css/estilo.css,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:17,4.167,-,GET,/hphis/menu.quiro?fecha=,200,52095,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:20,3.943,-,GET,/hphis/quirofanos/puestoqui/botoneraPuesto.jsp,200,13400,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:22,5.949,-,GET,/hphis/panel_asignaciones.quiro,200,37197,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:23,7.553,-,GET,/hphis/quirofanos/puestoqui/quiroPacientes.jsp,200,2035,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,7.967,-,GET,/hphis/quirofanos/puestoqui/blank.jsp,200,339,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,7.318,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,09:45:24,6.233,-,GET,/hphis/corp/css/estilo.css,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,5.631,-,GET,/hphis/corp/includes/javascript/cookies.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,5.632,-,GET,/hphis/corp/includes/javascript/scriptMenu.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,5.107,-,GET,/hphis/corp/includes/javascript/gea/default_actions.js,200,12534,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,5.107,-,GET,/hphis/corp/includes/javascript/ajax.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,4.548,-,GET,/hphis/corp/includes/javascript/gea/capas.js,200,365,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,4.55,-,GET,/hphis/corp/includes/javascript/gea/abrirventana.js,200,6476,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,4.232,-,GET,/hphis/axis/HL7Service,200,131,-,-,prohospital01:7110
2018-07-30,09:45:24,3.743,-,POST,/hphis/dynaTraceMonitor,200,8,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,1.984,-,GET,/hphis/corp/includes/javascript/gea/abrirayuda.js,200,353,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,1.338,-,GET,/hphis/axis/HL7Filler,200,130,-,-,prohospital01:7110
2018-07-30,09:45:24,0.424,-,GET,/hphis/corp/includes/javascript/gea/esperando.js,200,3519,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/includes/javascript/sumaFechas.js,200,3568,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/includes/javascript/gea/maestros1.js,200,8347,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,8.077,-,GET,/hphis/situacion.quiro,200,185920,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.079,-,GET,/hphis/outpatient/includes/javascript/trataFechas.js,200,8237,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.057,-,GET,/hphis/corp/includes/javascript/tablahtml_utilidades.js,200,4900,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.057,-,GET,/hphis/corp/includes/javascript/scriptaculous/prototype.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.029,-,GET,/hphis/corp/includes/javascript/jquery/2.2.4/jquery-2.2.4.min.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.029,-,GET,/hphis/quirofanos/planificadorQuirurgico/js/accesoPlanificadorQuirurgico.js,200,4890,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.031,-,GET,/hphis/corp/includes/javascript/abrirventana.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/includes/javascript/autoFillSeleccionaCodigoDes.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/includes/javascript/colorBtn.js,200,1469,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/includes/javascript/forms.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/includes/javascript/eventos.js,200,555,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.005,-,GET,/hphis/quirofanos/puestoqui/javascript/validacionesMenuPopUpPuestoQuirurgico.js,200,1337,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/includes/javascript/comparaFechaHora.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.002,-,GET,/hphis/corp/includes/javascript/asignaParam.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/includes/javascript/multiSeleccionTablas.js,200,4420,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/includes/javascript/treeFunciones.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.005,-,GET,/hphis/corp/includes/javascript/capas.js,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.007,-,GET,/hphis/corp/includes/javascript/carpetaTrabajo.js,200,330,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.008,-,GET,/hphis/quirofanos/puestoqui/javascript/funcionesMenuContextual.js,200,713,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.009,-,GET,/hphis/corp/imagenes/ocultamenu.gif,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.01,-,GET,/hphis/corp/imagenes/reset.gif,200,54,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.002,-,GET,/hphis/corp/imagenes/proximo.gif,200,111,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/imagenes/ultimo.gif,200,54,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/imagenes/anterior.gif,200,64,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/imagenes/qui/Mapa_quirurgico.gif,200,243,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/imagenes/qui/gestion_BP.gif,200,1081,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.006,-,GET,/hphis/edoctor/imagenes/seleccionartodos.gif,200,146,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.006,-,GET,/hphis/corp/imagenes/qui/agenda_quirurgica.gif,200,664,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/edoctor/imagenes/borrarseleccionados.gif,200,140,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.002,-,GET,/hphis/corp/imagenes/iconMen.gif,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/imagenes/fav_save.gif,304,0,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.005,-,GET,/hphis/corp/imagenes/cab_imprimir.gif,200,376,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.001,-,GET,/hphis/corp/imagenes/cab_boton_pass.gif,200,370,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/edoctor/imagenes/excel.gif,200,903,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.005,-,GET,/hphis/corp/imagenes/cab_carpeta.gif,200,373,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/imagenes/cab_columnas.gif,200,376,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/imagenes/qui/Planificacion_quirofano.gif,200,1068,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/imagenes/lie/borrar.gif,200,1052,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.002,-,GET,/hphis/corp/imagenes/qui/Captura_act.gif,200,1061,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.004,-,GET,/hphis/corp/imagenes/qui/Preoperatorio_qui.gif,200,1071,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
2018-07-30,09:45:24,0.003,-,GET,/hphis/corp/imagenes/qui/limpieza.gif,200,1037,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",-,prohospital01:7110
